team,player,number,pos,season,fpl_game_week_x,mins_played_last,percentage_of_teams_actual_goals_last_5,percentage_of_teams_xg_goals_last_5,percentage_of_teams_actual_assists_last_5,percentage_of_teams_xg_assists_last_5,count,fpl_game_week_y,scored,conceded,cleen_sheet_prob,date,predicted_points_actual,predicted_points_xg
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,7,1.2030071392754629,1.6771982938788068,0.2148608976016939,2018-10-01,3.9248114228407407,3.8237588231416018
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,8,1.421629315485954,1.1127677684038957,0.3284879416607984,2018-10-06,4.274606904777526,4.155190042276706
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,9,1.1280886241815065,1.5643945404745976,0.226352815636044,2018-10-21,3.80494179869041,3.710182354259164
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,10,1.1734675408440962,1.7261083405379487,0.2040127111207972,2018-10-28,3.8775480653505543,3.77897679191965
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,11,0.7760849975155644,2.2025579152200154,0.0879694821036218,2018-11-04,3.241735996024903,3.1765448562335954
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,12,1.180188997553415,1.9268013016653311,0.1715976037967978,2018-11-10,3.8883023960854644,3.7891665202909772
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,13,0.8041888044743261,2.207691399725867,0.0897818287874769,2018-11-24,3.286702087158922,3.219150227583078
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,14,1.6759791489815423,1.126046393988852,0.3503547502490406,2018-12-01,4.681566638370468,4.540784389856018
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,15,1.3183673035124808,1.5054184336287093,0.2540596245771622,2018-12-04,4.10938768561997,3.998644832124921
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,16,1.169886114567298,1.5185481191186705,0.2378556895668905,2018-12-08,3.871817783307677,3.7735473496840237
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,17,1.3875298887896377,1.2577477531644723,0.301387437947597,2018-12-15,4.220047822063421,4.103495311405091
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,18,0.4305451484354824,2.764131101056354,0.01,2018-12-22,2.688872237496772,2.6527064450281914
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,19,1.7788735489024492,0.7741723631350129,0.4180330783247764,2018-12-26,4.846197678243919,4.696772300136113
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,20,1.1077036828186362,1.804971192286959,0.1848061155026959,2018-12-30,3.772325892509818,3.6792787831530522
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,21,1.0093830286351229,1.4297268897891926,0.2373044546319681,2019-01-02,3.6150128458161968,3.530224671410846
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,22,1.4289061853925529,1.152544204580824,0.3226255983985488,2019-01-12,4.286249896628085,4.16622177705511
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,23,0.4802031524216321,2.450806406183572,0.0191059306040533,2019-01-19,2.7683250438746114,2.727987979071194
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,24,1.2010613064218905,1.5172495459654112,0.2410177451046373,2019-01-30,3.921698090275025,3.820808940535586
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,25,1.9637487355168064,1.069452417889358,0.3868888665954006,2019-02-02,5.14199797682689,4.977043083043478
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,26,1.497839908890926,1.11729650520617,0.3349492841646121,2019-02-09,4.396543854225482,4.2707253018786435
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,27,0.9862782748771374,1.5857015474881004,0.2094330673228243,2019-02-23,3.57804523980342,3.4951978647137403
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,28,1.1138181439007362,1.7881153309161486,0.1881602293784358,2019-02-27,3.7821090302411777,3.688548306153516
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,29,1.256403080171824,1.435675733415262,0.2596851856175052,2019-03-02,4.010244928274918,3.904707069540485
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,1,30,1.6279966429388908,1.085842364818991,0.352438025168121,2019-03-09,4.6047946287022254,4.468042910695358
Crystal Palace,Wilfried Zaha,11.0,FWD,2018-19,7,90.0,0.4,0.154,0.0,0.3,2,32,2.470863692498704,2.883747386201017,0.5133625207896843,2019-03-30,5.953381907997927,5.745829357828035
