team,player,number,pos,season,fpl_game_week_x,mins_played_last,percentage_of_teams_actual_goals_last_5,percentage_of_teams_xg_goals_last_5,percentage_of_teams_actual_assists_last_5,percentage_of_teams_xg_assists_last_5,count,fpl_game_week_y,scored,conceded,cleen_sheet_prob,date,predicted_points_actual,predicted_points_xg
Leicester City,Leonardo Ulloa,0.0,FWD,2017-18,33,0.0,0.0,0.0,0.0,0.1,1,33,1.6315628648817209,0.8201995585382509,0.3979854045985219,2019-04-06,0.0,0.0
Leicester City,Leonardo Ulloa,0.0,FWD,2017-18,33,0.0,0.0,0.0,0.0,0.1,1,34,1.658059677335253,0.9480470555386844,0.379149968343654,2019-04-12,0.0,0.0
Leicester City,Leonardo Ulloa,0.0,FWD,2017-18,33,0.0,0.0,0.0,0.0,0.1,1,35,1.5584325392484224,1.2187631176015563,0.3244634808679256,2019-04-20,0.0,0.0
Leicester City,Leonardo Ulloa,0.0,FWD,2017-18,33,0.0,0.0,0.0,0.0,0.1,1,36,1.2574515650013127,1.6047257254120155,0.2313889186335586,2019-04-28,0.0,0.0
Leicester City,Leonardo Ulloa,0.0,FWD,2017-18,33,0.0,0.0,0.0,0.0,0.1,1,37,0.4488706542041795,2.4057062545347825,0.0207475221762967,2019-05-06,0.0,0.0
Leicester City,Leonardo Ulloa,0.0,FWD,2017-18,33,0.0,0.0,0.0,0.0,0.1,1,38,1.1740617575447716,1.405649041498597,0.2567138343641659,2019-05-12,0.0,0.0
Leicester City,Matty James,0.0,MID,2017-18,33,0.0,0.0,0.128,0.0,0.0,1,33,1.6315628648817209,0.8201995585382509,0.3979854045985219,2019-04-06,0.0,0.0
Leicester City,Matty James,0.0,MID,2017-18,33,0.0,0.0,0.128,0.0,0.0,1,34,1.658059677335253,0.9480470555386844,0.379149968343654,2019-04-12,0.0,0.0
Leicester City,Matty James,0.0,MID,2017-18,33,0.0,0.0,0.128,0.0,0.0,1,35,1.5584325392484224,1.2187631176015563,0.3244634808679256,2019-04-20,0.0,0.0
Leicester City,Matty James,0.0,MID,2017-18,33,0.0,0.0,0.128,0.0,0.0,1,36,1.2574515650013127,1.6047257254120155,0.2313889186335586,2019-04-28,0.0,0.0
Leicester City,Matty James,0.0,MID,2017-18,33,0.0,0.0,0.128,0.0,0.0,1,37,0.4488706542041795,2.4057062545347825,0.0207475221762967,2019-05-06,0.0,0.0
Leicester City,Matty James,0.0,MID,2017-18,33,0.0,0.0,0.128,0.0,0.0,1,38,1.1740617575447716,1.405649041498597,0.2567138343641659,2019-05-12,0.0,0.0
Leicester City,Riyad Mahrez,26.0,MID,2017-18,33,85.5,0.25,0.15,0.05,0.12600000000000003,1,33,1.6315628648817209,0.8201995585382509,0.3979854045985219,2019-04-06,4.682173415432931,4.2383883161851035
Leicester City,Riyad Mahrez,26.0,MID,2017-18,33,85.5,0.25,0.15,0.05,0.12600000000000003,1,34,1.658059677335253,0.9480470555386844,0.379149968343654,2019-04-12,4.700433516613008,4.24944128437782
Leicester City,Riyad Mahrez,26.0,MID,2017-18,33,85.5,0.25,0.15,0.05,0.12600000000000003,1,35,1.5584325392484224,1.2187631176015563,0.3244634808679256,2019-04-20,4.506269035815717,4.082375385140146
Leicester City,Riyad Mahrez,26.0,MID,2017-18,33,85.5,0.25,0.15,0.05,0.12600000000000003,1,36,1.2574515650013127,1.6047257254120155,0.2313889186335586,2019-04-28,3.9918211096353966,3.6497942839550395
Leicester City,Riyad Mahrez,26.0,MID,2017-18,33,85.5,0.25,0.15,0.05,0.12600000000000003,1,37,0.4488706542041795,2.4057062545347825,0.0207475221762967,2019-05-06,2.649166438062148,2.5270736201186113
Leicester City,Riyad Mahrez,26.0,MID,2017-18,33,85.5,0.25,0.15,0.05,0.12600000000000003,1,38,1.1740617575447716,1.405649041498597,0.2567138343641659,2019-05-12,3.900400294926846,3.5810554968746686
